year,scenario,county_id,county_name,state,total_annual_precip_mm,days_above_threshold,mean_daily_precip_mm,max_daily_precip_mm,precip_std_mm,dry_days,wet_days,precip_percentile_95,precip_percentile_99
2078,ssp370,69100,Rota,,3082.627197265625,21,8.44555377960205,61.00669860839844,8.680904388427734,47,318,27.308603286743164,37.042354583740234
2079,ssp370,69100,Rota,,2549.67529296875,14,6.985411643981934,58.715492248535156,8.077360153198242,57,308,23.040746688842773,32.39917755126953
2080,ssp370,69100,Rota,,1251.33642578125,8,3.428318977355957,57.438018798828125,6.635910987854004,92,273,16.642332077026367,32.77848434448242
2081,ssp370,69100,Rota,,2005.062255859375,7,5.493321418762207,84.97067260742188,7.985781669616699,116,249,18.200862884521484,30.389982223510742
2082,ssp370,69100,Rota,,3102.31787109375,20,8.49950122833252,65.10740661621094,9.986931800842285,53,312,27.106332778930664,46.69606018066406
2083,ssp370,69100,Rota,,1767.08935546875,8,4.8413405418396,65.26359558105469,7.823263645172119,125,240,16.818349838256836,33.98188018798828
2084,ssp370,69100,Rota,,1127.644287109375,1,3.0894362926483154,69.67887878417969,5.5472612380981445,124,241,13.552266120910645,17.749422073364258
2085,ssp370,69100,Rota,,1569.83642578125,0,4.30092191696167,18.18266487121582,4.517005443572998,80,285,13.280545234680176,16.815311431884766
2086,ssp370,69100,Rota,,2822.606689453125,13,7.733169078826904,42.83599090576172,7.603815078735352,55,310,22.025985717773438,34.12519073486328
2087,ssp370,69100,Rota,,2939.17724609375,20,8.05254077911377,54.70497131347656,8.89725112915039,67,298,26.271116256713867,38.15078353881836
2088,ssp370,69100,Rota,,2343.01708984375,15,6.419224739074707,77.88195037841797,9.257396697998047,91,274,21.961091995239258,42.380523681640625
2089,ssp370,69100,Rota,,1381.167236328125,0,3.784019708633423,24.302719116210938,4.931686878204346,106,259,13.950886726379395,19.0631103515625
2090,ssp370,69100,Rota,,3561.126953125,15,9.756512641906738,64.4229736328125,8.29238224029541,30,335,24.47940444946289,35.65456008911133
2091,ssp370,69100,Rota,,2174.467529296875,11,5.95744514465332,72.08494567871094,7.935307502746582,80,285,19.772174835205078,34.567989349365234
2092,ssp370,69100,Rota,,1168.97265625,4,3.202664852142334,58.65056610107422,5.964397430419922,143,222,15.285077095031738,25.08705711364746
2093,ssp370,69100,Rota,,830.0260009765625,0,2.2740437984466553,23.968780517578125,4.0212225914001465,152,213,10.476617813110352,16.68924903869629
2094,ssp370,69100,Rota,,1998.5321044921875,1,5.475430488586426,36.57237243652344,5.766255855560303,74,291,16.215499877929688,22.300212860107422
2095,ssp370,69100,Rota,,3362.01171875,18,9.210990905761719,83.63890075683594,10.219740867614746,31,334,24.848388671875,46.483909606933594
2096,ssp370,69100,Rota,,2490.380615234375,17,6.822960376739502,70.62400817871094,9.11348819732666,91,274,23.247222900390625,41.172611236572266
2097,ssp370,69100,Rota,,1555.80712890625,7,4.262485504150391,66.13653564453125,7.481180191040039,144,221,16.092267990112305,30.459564208984375
2098,ssp370,69100,Rota,,1809.16552734375,5,4.956617832183838,58.312957763671875,7.118694305419922,93,272,16.78748321533203,31.062583923339844
2099,ssp370,69100,Rota,,3147.26611328125,24,8.622647285461426,70.20368957519531,10.430474281311035,57,308,31.2871150970459,43.59955978393555
2100,ssp370,69100,Rota,,1191.271240234375,5,3.26375675201416,34.75225830078125,5.775026798248291,104,261,18.700498580932617,27.02669906616211
2015,ssp370,69120,Tinian,,5213.4140625,82,14.283326148986816,85.60230255126953,14.917610168457031,61,304,41.01768493652344,60.60631561279297
2016,ssp370,69120,Tinian,,4404.15625,67,12.066181182861328,97.1635971069336,17.803529739379883,107,258,52.6515998840332,77.34839630126953
2017,ssp370,69120,Tinian,,2719.3359375,40,7.450235366821289,73.37847137451172,12.684349060058594,135,230,34.19234848022461,57.20491409301758
2018,ssp370,69120,Tinian,,4603.3818359375,47,12.612005233764648,76.98970031738281,13.924351692199707,60,305,41.17568588256836,67.00334930419922
2019,ssp370,69120,Tinian,,1969.916015625,18,5.397030353546143,39.232120513916016,8.185805320739746,125,240,24.886526107788086,34.077945709228516
2020,ssp370,69120,Tinian,,5092.0859375,69,13.950920104980469,121.17919158935547,16.150365829467773,54,311,44.03615188598633,70.86256408691406
2021,ssp370,69120,Tinian,,6027.20703125,86,16.512895584106445,120.17853546142578,20.84810447692871,74,291,61.843814849853516,89.91609954833984
2022,ssp370,69120,Tinian,,890.669677734375,3,2.4401907920837402,48.22237777709961,5.756706714630127,184,181,13.877352714538574,25.163619995117188
2023,ssp370,69120,Tinian,,2854.887939453125,26,7.821610927581787,53.484222412109375,9.391510009765625,100,265,27.189924240112305,36.82028579711914
2024,ssp370,69120,Tinian,,4208.314453125,62,11.52962875366211,73.24681091308594,14.076143264770508,94,271,39.51414489746094,56.086769104003906
2025,ssp370,69120,Tinian,,1625.2882080078125,6,4.452844619750977,28.241558074951172,6.829365253448486,164,201,19.409330368041992,26.617456436157227
2026,ssp370,69120,Tinian,,3270.958740234375,30,8.961530685424805,71.86099243164062,12.631662368774414,126,239,38.33015823364258,52.86371612548828
2027,ssp370,69120,Tinian,,3336.784423828125,40,9.141875267028809,85.17350769042969,13.607758522033691,105,260,41.783599853515625,54.45773696899414
2028,ssp370,69120,Tinian,,2578.09619140625,25,7.063277244567871,70.42153930664062,11.095739364624023,96,269,30.540821075439453,49.79529571533203
2029,ssp370,69120,Tinian,,2702.200927734375,29,7.403290271759033,75.83740234375,10.763044357299805,94,271,29.784381866455078,48.10707473754883
2030,ssp370,69120,Tinian,,3665.892578125,45,10.043540954589844,53.68934631347656,11.380017280578613,93,272,32.2041130065918,42.42668533325195
2031,ssp370,69120,Tinian,,5192.451171875,63,14.2258939743042,98.5500259399414,14.927017211914062,55,310,41.875953674316406,58.06548309326172
2032,ssp370,69120,Tinian,,3468.72900390625,33,9.50336742401123,62.357154846191406,11.125316619873047,64,301,33.91664123535156,43.52454376220703
2033,ssp370,69120,Tinian,,4032.01220703125,47,11.046608924865723,127.556396484375,14.892828941345215,63,302,37.67084884643555,53.604976654052734
2034,ssp370,69120,Tinian,,2388.462646484375,25,6.5437331199646,74.40103912353516,12.802001953125,123,242,32.43644332885742,66.46521759033203
2035,ssp370,69120,Tinian,,2809.790771484375,26,7.698056697845459,160.22238159179688,12.944339752197266,96,269,27.3802547454834,40.74371337890625
