cid2,year,name,daysabove1in,daysabove90F,tmaxavg,annual_mean_temp,annual_total_precip
78020,2061,St. John,10,,,,90.46608752153051
72057,2061,Guayama,17,,,,103.7288924089567
72035,2061,Cayey,22,,,,108.19081223855808
72125,2061,San Germán,6,,,,84.74276805487206
72079,2061,Lajas,9,,,,92.01902374507874
72059,2061,Guayanilla,9,,,,91.29329170767717
78030,2062,St. Thomas,24,,,,109.43710207000493
72151,2062,Yabucoa,32,,,,128.10122993048722
72133,2062,Santa Isabel,15,,,,106.8207411878691
72043,2062,Coamo,19,,,,112.11181640625
72113,2062,Ponce,14,,,,107.21884419598918
78010,2062,St. Croix,33,,,,121.87048243725394
78020,2062,St. John,19,,,,104.8309950941191
72057,2062,Guayama,19,,,,112.1068374753937
72035,2062,Cayey,24,,,,119.40510426919292
72125,2062,San Germán,4,,,,92.35703355684056
72079,2062,Lajas,10,,,,98.65529458353839
72059,2062,Guayanilla,10,,,,99.78465643454724
78030,2063,St. Thomas,10,,,,81.5999861589567
72151,2063,Yabucoa,15,,,,96.89454086183564
72133,2063,Santa Isabel,9,,,,81.21082215797244
72043,2063,Coamo,11,,,,87.21693144069883
72113,2063,Ponce,12,,,,84.3518354761319
78010,2063,St. Croix,13,,,,86.20213305856299
78020,2063,St. John,10,,,,78.16332719457432
72057,2063,Guayama,9,,,,83.70976485605316
72035,2063,Cayey,12,,,,91.43727700541339
72125,2063,San Germán,10,,,,74.51638049028051
72079,2063,Lajas,12,,,,78.17717304379921
72059,2063,Guayanilla,11,,,,79.98318889948327
78030,2064,St. Thomas,4,,,,61.36957123523622
72151,2064,Yabucoa,10,,,,74.31482029712107
72133,2064,Santa Isabel,3,,,,65.13275867372047
72043,2064,Coamo,3,,,,68.51185235451526
72113,2064,Ponce,3,,,,67.81589297797737
78010,2064,St. Croix,6,,,,67.41437296229086
78020,2064,St. John,3,,,,58.83201779343012
72057,2064,Guayama,4,,,,66.11397330216536
72035,2064,Cayey,6,,,,70.98033033956693
72125,2064,San Germán,3,,,,60.527036171259844
72079,2064,Lajas,3,,,,65.36683090089814
72059,2064,Guayanilla,3,,,,64.25459734098179
78030,2065,St. Thomas,5,,,,47.91764386995571
72151,2065,Yabucoa,10,,,,61.528224194143704
72133,2065,Santa Isabel,4,,,,54.75446565883367
72043,2065,Coamo,5,,,,56.62376584030512
72113,2065,Ponce,5,,,,55.37703867033711
78010,2065,St. Croix,8,,,,55.282640832615655
78020,2065,St. John,4,,,,45.39063461183563
72057,2065,Guayama,5,,,,56.18161659541093
72035,2065,Cayey,5,,,,58.92454612912156
72125,2065,San Germán,1,,,,49.32122658556841
72079,2065,Lajas,3,,,,51.5075347179503
72059,2065,Guayanilla,2,,,,52.31619767316683
78030,2066,St. Thomas,15,,,,70.42900025375246
72151,2066,Yabucoa,22,,,,90.5265363558071
72133,2066,Santa Isabel,10,,,,80.03307913232038
72043,2066,Coamo,17,,,,84.41792645792323
72113,2066,Ponce,15,,,,84.47265625
78010,2066,St. Croix,20,,,,77.95242429718259
78020,2066,St. John,13,,,,67.24897730068898
72057,2066,Guayama,14,,,,80.8803191898376
72035,2066,Cayey,18,,,,86.81331123892717
72125,2066,San Germán,11,,,,76.54220460906743
72079,2066,Lajas,15,,,,82.76339313176673
72059,2066,Guayanilla,13,,,,80.71331354576772
78030,2067,St. Thomas,8,,,,75.14605184239666
72151,2067,Yabucoa,10,,,,87.83973033033958
72133,2067,Santa Isabel,4,,,,73.19807878629429
72043,2067,Coamo,6,,,,78.60264094795768
72113,2067,Ponce,6,,,,76.19928795521653
78010,2067,St. Croix,8,,,,79.23736812561516
78020,2067,St. John,6,,,,72.06518458569144
72057,2067,Guayama,5,,,,75.65356637549213
72035,2067,Cayey,7,,,,82.58841927595965
72125,2067,San Germán,3,,,,67.0203597902313
72079,2067,Lajas,4,,,,70.86169625830463
72059,2067,Guayanilla,5,,,,72.02640563484252
78030,2068,St. Thomas,5,,,,56.96694681963583
72151,2068,Yabucoa,7,,,,72.82011737973671
72133,2068,Santa Isabel,2,,,,64.04690479669046
72043,2068,Coamo,2,,,,66.66648083784449
72113,2068,Ponce,2,,,,64.12377545214075
78010,2068,St. Croix,9,,,,65.13830470287894
78020,2068,St. John,3,,,,53.9697265625
72057,2068,Guayama,2,,,,65.88836429625985
72035,2068,Cayey,3,,,,69.7140334722564
72125,2068,San Germán,0,,,,57.066770538570374
72079,2068,Lajas,2,,,,58.93357644869587
72059,2068,Guayanilla,0,,,,60.651528666338585
78030,2069,St. Thomas,9,,,,77.63888141301673
72151,2069,Yabucoa,19,,,,97.49628021961122
72133,2069,Santa Isabel,8,,,,85.80689437746064
72043,2069,Coamo,10,,,,88.46064530019686
72113,2069,Ponce,11,,,,87.44361697219489
78010,2069,St. Croix,15,,,,93.09256966658465
78020,2069,St. John,9,,,,74.57444078340305
72057,2069,Guayama,9,,,,88.53002352977363
72035,2069,Cayey,11,,,,92.3694136011319
72125,2069,San Germán,6,,,,77.59327325295276
72079,2069,Lajas,8,,,,85.59466504675197
72059,2069,Guayanilla,7,,,,82.17566783033958
78030,2070,St. Thomas,7,,,,67.47732567974901
72151,2070,Yabucoa,11,,,,82.36372339443898
72133,2070,Santa Isabel,2,,,,71.83883546844243
72043,2070,Coamo,5,,,,74.16644239050197
72113,2070,Ponce,2,,,,71.34734867125985
78010,2070,St. Croix,11,,,,78.59714297797737
78020,2070,St. John,5,,,,65.22410475362943
72057,2070,Guayama,5,,,,74.37561515748033
72035,2070,Cayey,7,,,,78.11166838398131
72125,2070,San Germán,1,,,,61.78056371493603
72079,2070,Lajas,2,,,,64.63528850885827
72059,2070,Guayanilla,1,,,,66.48101085752953
78030,2071,St. Thomas,6,,,,65.02620186392717
72151,2071,Yabucoa,10,,,,78.02103838582677
72133,2071,Santa Isabel,5,,,,66.52106337659941
72043,2071,Coamo,6,,,,69.83016847625493
72113,2071,Ponce,3,,,,67.70128144992619
78010,2071,St. Croix,11,,,,73.48954808993602
78020,2071,St. John,5,,,,62.31711079755168
72057,2071,Guayama,6,,,,68.85542741910679
72035,2071,Cayey,7,,,,73.51138618048721
72125,2071,San Germán,1,,,,58.63987239327018
72079,2071,Lajas,1,,,,61.771932286540356
72059,2071,Guayanilla,1,,,,63.26237235482284
78030,2072,St. Thomas,6,,,,58.82033941313977
72151,2072,Yabucoa,13,,,,75.47854926642471
72133,2072,Santa Isabel,7,,,,68.90325110728347
72043,2072,Coamo,7,,,,70.0553161140502
72113,2072,Ponce,6,,,,69.16647122600887
78010,2072,St. Croix,11,,,,70.9606260765256
78020,2072,St. John,4,,,,56.19379479115404
72057,2072,Guayama,8,,,,70.39262906772885
72035,2072,Cayey,8,,,,72.65089620755414
72125,2072,San Germán,5,,,,61.56699833907481
72079,2072,Lajas,8,,,,67.60509100485974
72059,2072,Guayanilla,6,,,,64.92827167661171
78030,2073,St. Thomas,10,,,,61.62310262364666
72151,2073,Yabucoa,17,,,,71.72673262949066
72133,2073,Santa Isabel,4,,,,59.848344457431104
72043,2073,Coamo,5,,,,62.95167457400345
72113,2073,Ponce,6,,,,59.68242495078741
78010,2073,St. Croix,19,,,,69.13589117095226
78020,2073,St. John,9,,,,59.22885203924705
72057,2073,Guayama,4,,,,62.79436246616634
72035,2073,Cayey,12,,,,67.07730030450296
72125,2073,San Germán,2,,,,51.14785021684301
72079,2073,Lajas,3,,,,53.02042322834646
72059,2073,Guayanilla,4,,,,55.536383681409944
78030,2074,St. Thomas,10,,,,56.60261499600148
72151,2074,Yabucoa,13,,,,64.20691783033958
72133,2074,Santa Isabel,5,,,,52.35631747508612
72043,2074,Coamo,6,,,,55.71159302718996
72113,2074,Ponce,5,,,,52.30686938668799
78010,2074,St. Croix,10,,,,61.36192021407481
78020,2074,St. John,8,,,,54.58310585322343
72057,2074,Guayama,7,,,,55.24269884965552
72035,2074,Cayey,10,,,,59.667194997231796
72125,2074,San Germán,4,,,,44.56027293768455
72079,2074,Lajas,5,,,,45.87032288078248
72059,2074,Guayanilla,5,,,,48.643654650590555
78030,2075,St. Thomas,5,,,,49.393166369340555
72151,2075,Yabucoa,9,,,,60.16625111497294
72133,2075,Santa Isabel,2,,,,52.39398145300197
72043,2075,Coamo,2,,,,54.07671590489666
72113,2075,Ponce,3,,,,53.08634600301428
78010,2075,St. Croix,8,,,,57.18028151144193
78020,2075,St. John,5,,,,46.71957661786418
72057,2075,Guayama,4,,,,54.02288001353347
72035,2075,Cayey,4,,,,56.81798259104331
72125,2075,San Germán,0,,,,45.65860297736221
72079,2075,Lajas,2,,,,48.88817013718012
72059,2075,Guayanilla,1,,,,49.2345854992003
78030,2076,St. Thomas,17,,,,98.25754721333662
72151,2076,Yabucoa,25,,,,117.9895307886319
72133,2076,Santa Isabel,12,,,,101.16658849040356
72043,2076,Coamo,16,,,,105.28879721333662
72113,2076,Ponce,11,,,,102.28826087290847
78010,2076,St. Croix,23,,,,113.25494240588091
78020,2076,St. John,16,,,,94.1242752675935
72057,2076,Guayama,18,,,,105.11256420706201
72035,2076,Cayey,22,,,,111.01040577325296
72125,2076,San Germán,4,,,,89.26773191437009
72079,2076,Lajas,6,,,,95.62360628383367
72059,2076,Guayanilla,8,,,,95.59128168061024
78030,2077,St. Thomas,6,,,,69.86573707400345
72151,2077,Yabucoa,10,,,,84.18230191929135
72133,2077,Santa Isabel,1,,,,73.1427963136688
72043,2077,Coamo,4,,,,77.40181509904036
72113,2077,Ponce,3,,,,76.24786136657235
78010,2077,St. Croix,8,,,,75.25874580923967
78020,2077,St. John,5,,,,66.93002295306349
72057,2077,Guayama,1,,,,74.37527874323327
72035,2077,Cayey,8,,,,80.32254436823327
72125,2077,San Germán,1,,,,67.69970030296507
72079,2077,Lajas,3,,,,72.82077579047737
72059,2077,Guayanilla,1,,,,72.19084491879921
78030,2078,St. Thomas,3,,,,71.51411401943898
72151,2078,Yabucoa,8,,,,83.69493379367619
72133,2078,Santa Isabel,2,,,,70.93653881643701
72043,2078,Coamo,2,,,,75.31759427288387
72113,2078,Ponce,1,,,,72.37615149790847
78010,2078,St. Croix,8,,,,76.64892962598425
78020,2078,St. John,3,,,,68.89097679318405
72057,2078,Guayama,2,,,,73.2780011995571
72035,2078,Cayey,2,,,,79.16696142962599
72125,2078,San Germán,0,,,,63.93919937253937
72079,2078,Lajas,0,,,,66.67648675873524
72059,2078,Guayanilla,0,,,,68.43003640963337
78030,2079,St. Thomas,2,,,,43.68230384165847
72151,2079,Yabucoa,4,,,,50.74518639271654
72133,2079,Santa Isabel,2,,,,43.52998988834892
72043,2079,Coamo,2,,,,44.76924866203248
72113,2079,Ponce,2,,,,43.4455306886688
78010,2079,St. Croix,4,,,,52.03790139025591
78020,2079,St. John,1,,,,42.74539496954971
72057,2079,Guayama,2,,,,45.574806994340555
72035,2079,Cayey,2,,,,47.47233713705709
72125,2079,San Germán,2,,,,37.71541084830217
72079,2079,Lajas,2,,,,41.42925592858022
72059,2079,Guayanilla,2,,,,40.35293218657726
78030,2080,St. Thomas,3,,,,44.980132335752955
72151,2080,Yabucoa,6,,,,55.98615991787648
72133,2080,Santa Isabel,1,,,,49.737596887303155
72043,2080,Coamo,1,,,,49.96747835414617
72113,2080,Ponce,1,,,,49.07896507443406
78010,2080,St. Croix,9,,,,57.771899606299215
78020,2080,St. John,2,,,,43.51044902651329
72057,2080,Guayama,2,,,,51.75156961275837
72035,2080,Cayey,2,,,,52.73950772022638
72125,2080,San Germán,1,,,,42.048407126599415
72079,2080,Lajas,1,,,,46.85479592150591
72059,2080,Guayanilla,1,,,,45.054595226377955
78030,2081,St. Thomas,10,,,,84.48915015994095
72151,2081,Yabucoa,21,,,,102.65090581938976
72133,2081,Santa Isabel,9,,,,87.82944566621556
72043,2081,Coamo,12,,,,91.43206739050197
72113,2081,Ponce,12,,,,90.27164008673721
78010,2081,St. Croix,21,,,,98.02617110605316
78020,2081,St. John,7,,,,80.90787632258859
72057,2081,Guayama,12,,,,90.84924412524607
72035,2081,Cayey,16,,,,96.19948980376476
72125,2081,San Germán,6,,,,77.78535617618111
72079,2081,Lajas,9,,,,86.22229868971458
72059,2081,Guayanilla,8,,,,83.73822550135336
78030,2082,St. Thomas,7,,,,87.9259581077756
72151,2082,Yabucoa,11,,,,102.34836368110237
72133,2082,Santa Isabel,7,,,,86.39152466781496
72043,2082,Coamo,7,,,,90.39059616449312
72113,2082,Ponce,8,,,,87.26704755167323
78010,2082,St. Croix,11,,,,97.85494586614173
78020,2082,St. John,5,,,,84.73834661048228
72057,2082,Guayama,8,,,,90.08441114050197
72035,2082,Cayey,9,,,,95.76631320743111
72125,2082,San Germán,4,,,,75.72503517931841
72079,2082,Lajas,11,,,,81.97363665723425
72059,2082,Guayanilla,5,,,,81.38059601070374
78030,2083,St. Thomas,7,,,,72.56763368140994
72151,2083,Yabucoa,16,,,,88.67343211737206
72133,2083,Santa Isabel,8,,,,77.23600132258859
72043,2083,Coamo,9,,,,79.38027689776084
72113,2083,Ponce,6,,,,77.2558882105069
78010,2083,St. Croix,15,,,,84.99469426673228
78020,2083,St. John,7,,,,69.9081252691314
72057,2083,Guayama,9,,,,80.14015978715551
72035,2083,Cayey,11,,,,83.67729607529527
72125,2083,San Germán,2,,,,66.95528766301673
72079,2083,Lajas,4,,,,72.26131889763779
72059,2083,Guayanilla,2,,,,71.74273152989666
78030,2084,St. Thomas,13,,,,65.92598982683317
72151,2084,Yabucoa,18,,,,81.61838321235237
72133,2084,Santa Isabel,11,,,,70.25130144254429
72043,2084,Coamo,12,,,,73.86788916400099
72113,2084,Ponce,11,,,,71.85414712260089
78010,2084,St. Croix,16,,,,74.1771499753937
78020,2084,St. John,12,,,,62.954140009842526
72057,2084,Guayama,12,,,,72.07036536509597
72035,2084,Cayey,16,,,,77.37158587598425
72125,2084,San Germán,10,,,,62.52906619094489
72079,2084,Lajas,13,,,,67.06034502645177
72059,2084,Guayanilla,10,,,,67.30525459830217
78030,2085,St. Thomas,5,,,,56.8645903820128
72151,2085,Yabucoa,6,,,,66.87601404865896
72133,2085,Santa Isabel,4,,,,58.27046552042323
72043,2085,Coamo,5,,,,60.25348332923229
72113,2085,Ponce,4,,,,58.704507181963585
78010,2085,St. Croix,4,,,,64.5186873308317
78020,2085,St. John,3,,,,55.1331527589813
72057,2085,Guayama,4,,,,60.07928803211122
72035,2085,Cayey,6,,,,63.294735405388785
72125,2085,San Germán,2,,,,51.22580220380168
72079,2085,Lajas,4,,,,55.97893662340059
72059,2085,Guayanilla,2,,,,54.759396530511815
78030,2086,St. Thomas,7,,,,78.98566298597441
72151,2086,Yabucoa,15,,,,96.6485259288878
72133,2086,Santa Isabel,9,,,,83.4645477054626
72043,2086,Coamo,10,,,,87.67013910248524
72113,2086,Ponce,8,,,,86.08929010826772
78010,2086,St. Croix,13,,,,88.46677765132874
78020,2086,St. John,5,,,,75.88626411017471
72057,2086,Guayama,9,,,,85.72575126107284
72035,2086,Cayey,12,,,,91.5827040784941
72125,2086,San Germán,3,,,,75.84254948172983
72079,2086,Lajas,6,,,,82.27125753567914
72059,2086,Guayanilla,7,,,,81.00316806102363
78030,2087,St. Thomas,3,,,,54.8884642593504
72151,2087,Yabucoa,5,,,,67.14221383642963
72133,2087,Santa Isabel,1,,,,58.52452555979331
72043,2087,Coamo,2,,,,60.31024121862697
72113,2087,Ponce,1,,,,59.17727973517471
78010,2087,St. Croix,5,,,,64.15640763410434
78020,2087,St. John,2,,,,52.66907218873032
72057,2087,Guayama,2,,,,60.45524537093996
72035,2087,Cayey,3,,,,63.363056333046266
72125,2087,San Germán,1,,,,51.207554133858274
72079,2087,Lajas,2,,,,55.622068390132874
72059,2087,Guayanilla,1,,,,54.936379259965555
78030,2088,St. Thomas,12,,,,84.19650821235237
72151,2088,Yabucoa,28,,,,104.28297628567914
72133,2088,Santa Isabel,8,,,,90.91580608698327
72043,2088,Coamo,12,,,,93.71603177288387
72113,2088,Ponce,13,,,,93.39418906865158
78010,2088,St. Croix,26,,,,101.43177903543308
78020,2088,St. John,7,,,,81.11427126906989
72057,2088,Guayama,11,,,,93.71526282603347
72035,2088,Cayey,20,,,,98.1183486097441
72125,2088,San Germán,6,,,,80.91903566375493
72079,2088,Lajas,12,,,,90.11245847687009
72059,2088,Guayanilla,7,,,,86.69398991141733
78030,2089,St. Thomas,18,,,,83.53752076156496
72151,2089,Yabucoa,25,,,,105.75131874384843
72133,2089,Santa Isabel,15,,,,92.8580793245571
72043,2089,Coamo,18,,,,96.65733037032481
72113,2089,Ponce,13,,,,94.81386680302658
78010,2089,St. Croix,22,,,,94.83097587044784
78020,2089,St. John,14,,,,79.00277205339567
72057,2089,Guayama,19,,,,95.49410602239173
72035,2089,Cayey,22,,,,100.72509765625
72125,2089,San Germán,10,,,,84.74832369586615
72079,2089,Lajas,9,,,,89.68136764886812
72059,2089,Guayanilla,12,,,,89.79366272453248
78030,2090,St. Thomas,3,,,,74.04368963767224
72151,2090,Yabucoa,8,,,,91.90052903543308
72133,2090,Santa Isabel,2,,,,79.50356310746801
72043,2090,Coamo,3,,,,84.22470933809056
72113,2090,Ponce,3,,,,82.44830754798228
78010,2090,St. Croix,4,,,,78.34952286847934
78020,2090,St. John,2,,,,69.92048128383367
72057,2090,Guayama,3,,,,81.08460914431595
72035,2090,Cayey,4,,,,87.60818121001476
72125,2090,San Germán,4,,,,73.50556621401329
72079,2090,Lajas,4,,,,77.89242241326279
72059,2090,Guayanilla,4,,,,78.28323003813976
78030,2091,St. Thomas,0,,,,59.74460391547736
72151,2091,Yabucoa,5,,,,71.04358102392963
72133,2091,Santa Isabel,0,,,,60.89964378537156
72043,2091,Coamo,2,,,,64.19720987635336
72113,2091,Ponce,2,,,,62.342010257750985
78010,2091,St. Croix,5,,,,65.41699026513288
78020,2091,St. John,0,,,,57.610545721579726
72057,2091,Guayama,0,,,,62.90051557886319
72035,2091,Cayey,3,,,,67.23507378045029
72125,2091,San Germán,1,,,,55.68308912862943
72079,2091,Lajas,1,,,,58.86890801857776
72059,2091,Guayanilla,1,,,,59.13913035955955
78030,2092,St. Thomas,10,,,,61.68541615403544
72151,2092,Yabucoa,18,,,,73.02816556194637
72133,2092,Santa Isabel,10,,,,63.10543991449311
72043,2092,Coamo,10,,,,64.8065185546875
72113,2092,Ponce,11,,,,63.71827133058564
78010,2092,St. Croix,14,,,,74.56222894623524
78020,2092,St. John,9,,,,59.72898948849656
72057,2092,Guayama,10,,,,65.46157957062009
72035,2092,Cayey,13,,,,68.41608483021653
72125,2092,San Germán,7,,,,54.22972191037156
72079,2092,Lajas,10,,,,59.09172959215059
72059,2092,Guayanilla,9,,,,58.63034225824311
78030,2093,St. Thomas,11,,,,94.69245970718505
72151,2093,Yabucoa,12,,,,111.61917138287403
72133,2093,Santa Isabel,7,,,,94.35783326156496
72043,2093,Coamo,8,,,,99.87708384596458
72113,2093,Ponce,7,,,,96.91065991018701
78010,2093,St. Croix,17,,,,103.9136030542569
78020,2093,St. John,8,,,,91.27028097317914
72057,2093,Guayama,9,,,,97.69308255413387
72035,2093,Cayey,10,,,,105.05542184424213
72125,2093,San Germán,3,,,,85.04457008181595
72079,2093,Lajas,4,,,,91.06574111097441
72059,2093,Guayanilla,4,,,,91.22027059239666
78030,2094,St. Thomas,13,,,,56.946665846456696
72151,2094,Yabucoa,15,,,,65.80814391609252
72133,2094,Santa Isabel,6,,,,55.42857252706693
72043,2094,Coamo,7,,,,59.54217385119341
72113,2094,Ponce,7,,,,57.69126591719981
78010,2094,St. Croix,14,,,,58.21871539739173
78020,2094,St. John,11,,,,54.72575510580709
72057,2094,Guayama,8,,,,56.686069758858274
72035,2094,Cayey,10,,,,62.3053939699188
72125,2094,San Germán,2,,,,50.56939553088091
72079,2094,Lajas,3,,,,52.54739596149115
72059,2094,Guayanilla,5,,,,54.49580155019685
78030,2095,St. Thomas,12,,,,80.83765225147638
72151,2095,Yabucoa,21,,,,100.61107245017224
72133,2095,Santa Isabel,9,,,,88.17505843996064
72043,2095,Coamo,10,,,,91.36526513287401
72113,2095,Ponce,7,,,,88.63000584399607
78010,2095,St. Croix,21,,,,93.92076387180119
78020,2095,St. John,11,,,,77.50721848855808
72057,2095,Guayama,10,,,,91.06329009288878
72035,2095,Cayey,15,,,,95.70538378137304
72125,2095,San Germán,4,,,,78.94511065145177
72079,2095,Lajas,2,,,,83.63472525529036
72059,2095,Guayanilla,5,,,,83.65286278912401
78030,2096,St. Thomas,3,,,,63.25669656588337
72151,2096,Yabucoa,11,,,,83.19983775221458
72133,2096,Santa Isabel,2,,,,74.76194847287157
72043,2096,Coamo,2,,,,76.35036678764764
72113,2096,Ponce,0,,,,74.8596816175566
78010,2096,St. Croix,6,,,,76.98520450141487
78020,2096,St. John,3,,,,60.065365288201285
72057,2096,Guayama,4,,,,77.0380263441191
72035,2096,Cayey,5,,,,79.60965374323327
72125,2096,San Germán,1,,,,66.07241172490158
72079,2096,Lajas,1,,,,70.31962237020177
72059,2096,Guayanilla,0,,,,70.16381451464075
78030,2097,St. Thomas,14,,,,88.09148352915847
72151,2097,Yabucoa,22,,,,103.15441221702757
72133,2097,Santa Isabel,8,,,,87.04643670029527
72043,2097,Coamo,9,,,,90.08066252460631
72113,2097,Ponce,7,,,,85.51082100455217
78010,2097,St. Croix,24,,,,102.70241564653051
78020,2097,St. John,12,,,,84.44555087352363
72057,2097,Guayama,12,,,,91.74068420890748
72035,2097,Cayey,14,,,,96.32952832800197
72125,2097,San Germán,2,,,,72.40504467581201
72079,2097,Lajas,3,,,,76.73033226193407
72059,2097,Guayanilla,4,,,,78.67054856668308
78030,2098,St. Thomas,6,,,,71.28589059424213
72151,2098,Yabucoa,10,,,,82.46346541277067
72133,2098,Santa Isabel,2,,,,69.15073665108268
72043,2098,Coamo,3,,,,74.09642016793799
72113,2098,Ponce,3,,,,71.70459176611713
78010,2098,St. Croix,11,,,,74.61079755167323
78020,2098,St. John,7,,,,68.44386303518701
72057,2098,Guayama,4,,,,71.38667549673967
72035,2098,Cayey,6,,,,77.71927961214321
72125,2098,San Germán,1,,,,63.970418614665356
72079,2098,Lajas,1,,,,66.98382520300197
72059,2098,Guayanilla,1,,,,68.26888437346211
78030,2099,St. Thomas,10,,,,71.59965455062746
72151,2099,Yabucoa,12,,,,85.87645523191438
72133,2099,Santa Isabel,4,,,,72.87298247570128
72043,2099,Coamo,6,,,,76.4301498292938
72113,2099,Ponce,3,,,,73.87048435962107
78010,2099,St. Croix,13,,,,81.49029589074803
78020,2099,St. John,9,,,,68.81082850178396
72057,2099,Guayama,7,,,,75.86267185962107
72035,2099,Cayey,9,,,,80.66733052411418
72125,2099,San Germán,0,,,,64.70783864419292
72079,2099,Lajas,1,,,,68.35046482837107
72059,2099,Guayanilla,0,,,,69.33601439468504
78030,2100,St. Thomas,21,,,,106.55583899790847
72151,2100,Yabucoa,37,,,,127.27056548351379
72133,2100,Santa Isabel,21,,,,107.72270623154529
72043,2100,Coamo,21,,,,112.28538693405513
72113,2100,Ponce,24,,,,109.23191821481299
78010,2100,St. Croix,35,,,,125.09348471333662
78020,2100,St. John,21,,,,103.38347187192421
72057,2100,Guayama,25,,,,112.51713790292816
72035,2100,Cayey,29,,,,118.81908987450788
72125,2100,San Germán,14,,,,94.55706739050197
72079,2100,Lajas,16,,,,101.53839351624016
72059,2100,Guayanilla,19,,,,101.73347533218505
