year,scenario,county_id,county_name,state,total_annual_precip_mm,days_above_threshold,mean_daily_precip_mm,max_daily_precip_mm,precip_std_mm,dry_days,wet_days,precip_percentile_95,precip_percentile_99
2046,ssp370,72125,San Germán,,1712.40185546875,2,4.691512107849121,40.449283599853516,6.272439479827881,129,236,16.976167678833008,21.380027770996094
2046,ssp370,72079,Lajas,,1814.6082763671875,2,4.971529483795166,48.168724060058594,6.84981107711792,135,230,17.762142181396484,24.420413970947266
2046,ssp370,72059,Guayanilla,,1830.830322265625,2,5.0159735679626465,40.917381286621094,6.655977249145508,124,241,18.417068481445312,23.580163955688477
2047,ssp370,78030,St. Thomas,,1863.2294921875,5,5.104738235473633,34.09214401245117,6.621109962463379,127,238,17.306529998779297,26.088558197021484
2047,ssp370,72151,Yabucoa,,2440.4833984375,9,6.686255931854248,39.00053405761719,7.756752014160156,94,271,21.496145248413086,29.04201316833496
2047,ssp370,72133,Santa Isabel,,2207.720458984375,3,6.048549175262451,32.85545349121094,6.614899158477783,90,275,18.483505249023438,23.108335494995117
2047,ssp370,72043,Coamo,,2293.344970703125,3,6.28313684463501,35.41793441772461,6.97819185256958,96,269,19.686771392822266,23.961681365966797
2047,ssp370,72113,Ponce,,2292.48828125,3,6.280789852142334,33.72991943359375,6.895652770996094,84,281,19.189428329467773,24.428325653076172
2047,ssp370,78010,St. Croix,,2136.4794921875,5,5.853368282318115,31.8668212890625,7.032799243927002,108,257,19.887662887573242,28.18923568725586
2047,ssp370,78020,St. John,,1776.10693359375,1,4.86604642868042,31.694087982177734,6.243880748748779,124,241,16.617155075073242,24.807260513305664
2047,ssp370,72057,Guayama,,2229.7265625,3,6.108839988708496,33.708675384521484,6.796609401702881,88,277,18.88343048095703,25.231748580932617
2047,ssp370,72035,Cayey,,2355.99853515625,5,6.4547905921936035,37.12175750732422,7.301194667816162,96,269,20.40483856201172,26.300771713256836
2047,ssp370,72125,San Germán,,2079.57958984375,1,5.697478294372559,31.722328186035156,6.259854316711426,100,265,16.96866226196289,22.178308486938477
2047,ssp370,72079,Lajas,,2257.87451171875,5,6.185957431793213,36.832393646240234,6.924988269805908,92,273,18.999597549438477,25.85039520263672
2047,ssp370,72059,Guayanilla,,2184.0986328125,1,5.983831882476807,32.728919982910156,6.573136806488037,98,267,17.962570190429688,23.603900909423828
2048,ssp370,78030,St. Thomas,,1250.5914306640625,2,3.4262778759002686,34.17872619628906,5.927881717681885,179,186,16.847932815551758,24.214141845703125
2048,ssp370,72151,Yabucoa,,1583.9599609375,10,4.339616298675537,36.73158264160156,7.061539649963379,158,207,19.731351852416992,31.847145080566406
2048,ssp370,72133,Santa Isabel,,1406.060791015625,5,3.8522212505340576,31.317955017089844,5.989253044128418,147,218,16.592741012573242,25.91574478149414
2048,ssp370,72043,Coamo,,1451.924560546875,5,3.9778754711151123,32.98578643798828,6.255086898803711,158,207,18.01626968383789,27.773649215698242
2048,ssp370,72113,Ponce,,1432.96533203125,6,3.9259324073791504,35.149024963378906,6.083357810974121,145,220,16.2902889251709,26.950544357299805
2048,ssp370,78010,St. Croix,,1466.87548828125,5,4.018836975097656,36.504844665527344,6.773914337158203,169,196,18.80222511291504,27.269983291625977
2048,ssp370,78020,St. John,,1194.9766845703125,2,3.2739086151123047,33.883602142333984,5.631022930145264,175,190,15.648087501525879,23.338363647460938
2048,ssp370,72057,Guayama,,1443.3427734375,6,3.9543638229370117,30.809335708618164,6.253756046295166,148,217,17.671354293823242,27.134857177734375
2048,ssp370,72035,Cayey,,1510.679931640625,6,4.138849258422852,33.660892486572266,6.607684135437012,158,207,18.971698760986328,29.655685424804688
2048,ssp370,72125,San Germán,,1280.297119140625,2,3.5076632499694824,33.060302734375,5.4482011795043945,160,205,14.399876594543457,23.164024353027344
2048,ssp370,72079,Lajas,,1387.4813232421875,6,3.801318645477295,37.60200500488281,5.962779521942139,153,212,14.949007034301758,26.729963302612305
2048,ssp370,72059,Guayanilla,,1352.78125,4,3.706249952316284,34.11592483520508,5.752082824707031,160,205,15.506669044494629,25.213098526000977
2049,ssp370,78030,St. Thomas,,1029.0704345703125,1,2.819370985031128,25.601003646850586,5.408315181732178,202,163,16.591190338134766,22.908823013305664
2049,ssp370,72151,Yabucoa,,1250.55859375,4,3.4261879920959473,31.473316192626953,6.164884567260742,186,179,17.650964736938477,25.23754119873047
2049,ssp370,72133,Santa Isabel,,1092.6851806640625,1,2.9936580657958984,30.5963191986084,5.235272407531738,176,189,15.237044334411621,21.459617614746094
